age,description,review,is_recommended,rating_star,review_date,usage_period,purchase_point
18 and Under,"Dry, Medium, Cool","buat kulit aku yg keringgg baguss sihh, cuma waktu di pakai white cast emangg agak menganggu jadi aku cuma pakai buat di rumah aja, kalo uda 3 jam an di aku bikin mata pedih, tapi kalau udah di bilas muka jadi berasa sehat, lembab. kalau mau di pakai di luar rumah bisa di tumpuk pakai bedak jadi bagus juga kok",yes,4,20/04/22, 1 week - 1 month, Official Brand Store
18 and Under,"Combination, Medium, Neutral","kayaknya aku gak akan coba pakai suncreen ini lagi deh, kurang suka. teksturnya kental dibanding suncreen lain, dia ninggalin whitecast yang mengganggu di aku, aku kurang suka sama suncreen whitecast. butuh effort buat ngeblendnya, hasilnya juga bikin oily tapi moistnya tahan. untuk ketahanannya cukup untuk pemakaian 4 jam - 5 jam, kalau kena keringat whitecastnya makin kelihatan.",No,3,20/04/22, 1 month - 3 months, Shopee
18 and Under,"Dry, Medium Dark, Warm","Bagus banget buat yang cari sunscreen murah, ini lumayan buat kusam tapi ga ini bagus banget sih buat muka ga berminyak banget. Aku saranin kalo muka kalian tipe berminyak banget pakenya jangan banyak banget nanti malah lengket dimuka, btw ini lumayan susah di blend",yes,4,17/04/22, 3 months - 6 months, Shopee
18 and Under,"Normal, Medium, Warm","Bukan mau ngelebih lebihin tapi ini emang enak banget woyy😭secandu itu sama ss seminggu aja sll udah abis😭hasilnya bener² memuaskan.setelah 6 bulanan konsisten &rajin pake ini, sampe ibu² dan mbak2 nanyain aku pake apa, karena tekstur &kulit wajahku bersih & glowing katanyaa, huaa😭. Harga terjangkau mudah didapat. cuma minusnya menurut ku perih di mataa dan isinya kurang banyak eheee...",yes,5,17/04/22, 1 month - 3 months, tiktok
19 - 24,"Dry, Medium, Warm","Sunscreen ini enakeun bgt, di kulit aku ga bikin makin gosong dan gak perih di mata. Emang sih ninggalin whitecast dikit, tapi buatku yg kulitnya sawo matang masih oke kok gak keliatan abu-abu. Harganya juga salah satu yg termurah di kelasnya. Fix skrg aku move on dari em*n* ke ss ini, karena kalo yg em*n* masih suka bikin perih di mata.",yes,5,16/04/22, 1 month - 3 months, Tokopedia
19 - 24,"Dry, Medium, Cool","Sunscreen ini teksturnya kental, susah buat di blend, perlu effort sih:D & ngabisin waktu juga. Aroma sunscreen nya kek wangi bunga yang samar-samar gitu. Finish look-nya ini ngga ada white cast, hasilnya jadi glowing yg kelihatan minyakan kusam + kaya yang becek banget.. dan kerasa berat di mukak. Tapi ya.. ini beneran ngelembabin. Harga termasuk yang oke lah, buat ukuran 40 ml mudah juga buat didapetinnya.. tapi aku ga bakal repurchase.",No,3,13/04/22, 3 months - 6 months, Traditional market
18 and Under,"Dry, Medium Light, Neutral","biasa aja tapi lebih ke bagus siih, ga nimbulin efek yg negatif atau gimana gimana, teksturnya semi gel dan kalau dipake kebanyakan bikin agak kusem, aku belinya kebanyakan😫, waktu itu beli gara gara promo di watson hahah",yes,4,11/04/22, 1 week - 1 month, Watson
19 - 24,"Combination, Medium Light, Neutral","bagus aja sih, cuman ada white case nya tapi kelamaan bakalan ilang sihh, ngk bikin kulit yg gimana2 di aku, ngeblend nya emang agak lama ya, agak lengket dan sdikit bikin minyakan di hidung, klo area yg lain bagus bagus aja",yes,4,07/04/22, 1 month - 3 months, Indomaret
25 - 29,"Oily, Medium Light, Neutral","Awalnya lg cari2 sunscreen karena muka ku mulai ada bintik2 hitam, langsung lah menuju guardian dan liat wardah spf 30 ini. Aku suka bgt karena ini bentuk nya gel, dan ok bgt di muka aku yg berminyak. Aku sampe restock 3 pcs karena sebagus itu!!!",yes,5,07/04/22, 1 month - 3 months, Guardian
19 - 24,"Oily, Medium Light, Neutral","Sunscreen ini mudah di blend tapi lumayan lama meresapnya dikulit. Wanginya juga enak, lembut gitu. Dan yang paling aku suka setelah diaplikasikan bikin wajahku jadi kelihatan glowing. Sampai sekarang sih aku terus repurchase karena harganya juga terjangkau",yes,5,06/04/22, More than 1 year, Shopee
19 - 24,"Combination, Light, Neutral","Sebenernya dari dulu ga ada kepikiran buat beli produk ini karna takut ga cocok dengan tesktur krimnya, karna takut malah too much oily di kulit aku yang combi, tapi karna ini dapet dari gift aku coba pake beberapa hari. Di aku yang kulitnya kering di pipi dan oily di t zone ini lumayan berminyak di aku, even belum 5 menit udah minyakan di t zone, buat di pipi fine fine aja sih, lalu gatau kenapa pas awal awal pake agak sedikit perih gitu cuma bentar bgt dan ga ganggu. Dari segi tekstur emg creamy cuma ga thick bgt juga, ada white case, cuma aku sih pakenya dikit dikit biar ga keliatan white casenya, suprisingly aku ternyata biasa aja sama teksturnya jadi masih bisa aku terima gitu, buat kelebihannya aku suka hasil akhirnya yang glowy gitu sih, tapi kayaknya ga bakal repurchase lagi :(",No,3,06/04/22, 3 months - 6 months, Gift
19 - 24,"Oily, Medium Light, Neutral","Kulit w berminyak dan make ini emng nambah kaya kilang minyak si, tapi meski ada white case nya w rasa ada perubahan make ini. Nyoba ss azarine yg katanya bagus, trnyata menang gampang nyerep+kgk ada white case doang, kalo soal perubahan kulit bagusan Wardah. Tapi klo lg jerawatan w make azarine, soalnya Wardah kurang aman dipake pas jerawatan. Biar nggk berminyak bnget, stlh make ss Wardah w timpa bedak tabur ponds",yes,4,06/04/22, 3 months - 6 months, Brand website
18 and Under,"Combination, Medium Light, Cool",pengalaman saya memakai sunscreen yaitu dulunya muka saya kering dan juga belang karena faktor matahari yang selalu terpapar ke muka langsung jadi saya mencari cara untuk muka saya kembali bersih dan saya mendapat 1 produk yaitu sunscreen yang memiliki daya serap agar membuat kulit kita menjadi lembab,yes,5,06/04/22, 3 months - 6 months, PR Package
45 and Above,"Dry, Medium, Cool","Menyerap nya cepat, susudah pemakaian juga gak kusam beda sama sunscreen yang aku pakai sebelumnya. Sunscreen wardah ini bikin muka jadi glowing sesudah pemakaiannya. Sampai sekarang sih aku bakal terus repurchase karena harganya juga terjangkau",yes,5,05/04/22, Less than 1 week, Shopee
19 - 24,"Combination, Medium, Neutral","Ga ngerti lg sm sunscreen ini. Kukira akunya yang kurang tidur/kurang makan sehat/stress dan kurang bersih double cleansing. Tp semua sudah kulakukan dengan baik herannya jerawat selalu muncul... Dan itu sejak aku pake sunscreen Wardah ini doang... Teksturnya light dan susah bgt di blend, pas di apply di wajah kayak berat gitu. Kalau udah dipake beberapa jam jadi gatel2. Besok atau beberapa hari setelahnya jerawat muncul terus.Kelebihan ini itu mudah dicari dimana-mana dan harganya aaffordable bgt..",No,1,29/03/22, 1 week - 1 month, Indomaret
25 - 29,"Oily, Medium Light, Cool","Ss ini gampang di blend tapi lumayan lama meresapnya dan bikin whitecast di muka. Skin type ku oily, pake ini jadi keliatan lebih berminyak. Minggu pertama pake ss ini fine-fine aja, gatau kenapa lama-lama ngga cocok. Mukaku jadi numbuh banyak jerawat, langsung stop pake sunscreen ini. Untuk harga ramah bgt buat kantong dan isinya juga banyak, 40ml.",No,3,29/03/22, 1 week - 1 month, Sociolla
25 - 29,"Oily, Medium, Neutral","Untuk oily skin-ku ini agak rewel ya, karena ss untuk oily mostly cocok di orang eh malah ga cocok di aku. Intinya, aku struggled nyari ss yg cocok dan ... akhirnya nemu ss ini. Awalnya mau beliin ibu, tapi pas nyoba, ""lho, kok enak?"" Wanginya enak lembut gitu, harganya cukup affordable.",yes,5,28/03/22, Less than 1 week, Tokopedia
25 - 29,"Combination, Medium Light, Cool",bingung si mau rekomenin apa sama produk Wardah ss ini soalnya kalau di aku si emang gampang di blend ya waktu di muka cuma lama kelamaan untuk kulit berminyak kaya aku malah bikin tambah minyakan banget Doong tapi ini ss harganya terjangkau si,No,4,28/03/22, 3 months - 6 months, Indomaret
19 - 24,"Oily, Medium, Neutral","agak bingung sebenernya mau rekomen sunscreen ini atau nggak. karna aku cuma pake ini dari dulu dan ga nyoba2 pake selain ini. alasannya murah dan gampang dicari. minusnya dia susah diratain,ada whitecase dan lengket. ngarasa setelah pake ini kek agak kuswm dan berat testurnya. tpi dia bikin belang aku ilang. jadi bingubg mau ganti ss lain atau nggak.",yes,4,27/03/22, More than 1 year, Shopee
19 - 24,"Oily, Medium, Neutral","aku rekomen banget sunscreen wardah ini krna teksturnya mois dan gampang di blend di kulit, aku baru pertama kalinya pake sunscreen yang cocok bgt di muka aku dibanding yang lain, aku tipe kulit oily dan emng pake sunscreen ini enteng bgt dan jadi tampak glowing gitu pas sudah di aplikasiin di wajahh",yes,5,26/03/22, 6 months - 1 year, Shopee
19 - 24,"Oily, Medium, Warm",buat muka aku yang oily ini bener-bener bikin keliatan minyakan banget dan lama lama jadi keliatan kusam gitu padahal cuma pake sedikit. setiap pake jadi harus di timpa pake bedak biar ga keliatan berminyak. tpi ttp di pake karena blm nemu buat gantinya :(,No,3,25/03/22, 1 week - 1 month, Shopee
19 - 24,"Combination, Medium Light, Neutral","awalnya nyobain doang nih karena mau ganti produk sunscreen yang sebelumnya bikin kucel di akuu, eh semenjak pake wardah ini aku malah ngerasa kulit aku jadi kenyal+ga kusam pas di aplikasikan! walaupun meresapnya agak lama tapi aku cintaaa sama wardah❤️",yes,5,25/03/22, More than 1 year, Shopee
19 - 24,"Combination, Medium Dark, Neutral","SS dari Wardah ini adlh SS pertamaku pas baru terjun di dunia skincare. Di wajah aku, produk ini bikin wajahku jd makin oily dan kemerahan, kdg kusam jg. Dan menurut aku ini krg ampuh di wajah aku. Ku pikir krn baru pertama kali make, tp setelah repurchase ternyata efeknya ttp sama. Jd untuk setelahnya buat repurchase, aku no.",No,3,24/03/22, 1 month - 3 months, Shopee
19 - 24,"Combination, Medium, Neutral",tadinya berharap banyak sama ss nya wardah .. karna banyak yg bilang ringan dan ga bikin oily .. tapi gatau kenapa di aku tetep oily dan tetep oksidasi:( .. kayanya aku emang belum nemu ss yg cocok di kulit aku .. dan skin barrier aku masih belum pulih .. jadi buat repurchase kayanya no dulu:((,yes,3,22/03/22, Less than 1 week, Shopee
19 - 24,",19 - 24","Karena SS aku yang sebelumnya skinaqua habis dan budget lagi nipis sbg mahasiswa kost, akhirnya dapetin si SS ini di indomart dengan harga affordable. Awalnya agak takut pakai karena ada fegrance. Eh baru 4 hari pake sebagus ini!!!!! Awalnya ragu karena kadang pake SS harga under 30rb karena mungkin ada kandungan yang bikin breakout. But, gua cocok banget sukak, aku beli yang nourishing warna kuning. Dikulit wajah bisa ngurangin minyak dan naikin tone warna kulit dan juga ga bikin berminyak dikulit aku yang oily, sebagus itu. Bahkan hasilnya mate dimuka yang engga bikin kilang minyak. Pokoknya ini mah pertama kali nyobak 4 hari langsung hadeh. Sebelumnya dulu pernah pake emina battel tapi sekali lagi yang non alkohol tetep ga cocok. Tau gitu dulu ambil si wardah ini cuman dulu kemasannya yang lama. Skrng ada biru dan kuning. Sebagus itu. Nice❤️.",yes,5,22/03/22, Less than 1 week, Indomaret
19 - 24,"Combination, Medium Light, Neutral","produk sunscreen yg bagus!! luv banget ini mah, HAHA. karna dia teksture nya creamy, jadi pas buat muka ku yang kering, jadi sesuai namanya dia nge shield muka ku. finish nya ga lengket sm sekali. sayangnya kalo buru2 diaplikasiin, suka ninggalin whitecast, tapi masih oke tinggal diratain. wangi nya seperti wangi cream baby. suka banget.. ",yes,5,22/03/22, 1 week - 1 month, Shopee
19 - 24,"Dry, Dark, Neutral",pas pake sunscreen ini tu di muka aku jadi rada lembab si enak gitu tapi nyerapnya agak lama di muka aku sedangkan harus ditumpuk lagi jadi aku ga sabar si kalau masih harus nunggu sunscreennya meresap but worth it juga si dengan harga terjangkau dan bisa melindungi kulit wajah dari sinar matahari,No,4,22/03/22, Less than 1 week, Official Brand Store
18 and Under,"Oily, Medium, Neutral",Harganya ramah di kantong pelajar. Gampang banget diratainnya dan ga meinggalkan white cast. Ringan banget ga berat di wajah. Tapi sayangnya setelah pakai wajah keliatan kusam. Lumayan bagus juga buat kalangan pelajar kayak aku ini.,yes,4,19/03/22, 1 month - 3 months, Shopee
18 and Under,"Oily, Medium Light, Warm","sunscreen pertama aku pas awal awal kenal ss. di muka aku yang oily cenderung mudah berjerawat bikin tambah oily apalagi kalo udh dipake Berjam jam terus ketimpa masker muka udah kaya gorengan, susah diratain dimuka juga dan perih dimata. tapi Alhamdulillah gk bikin jerawatan sih. mungkin ini lebih cocok buat kulit normal to dry ",yes,3,19/03/22, 1 month - 3 months, Shopee
19 - 24,"Combination, Medium Light, Neutral","Sunscreen yang pertama kali aku cobain pas ngenal skincare, untuk kulit aku yg kombinasi dan cenderung oily, dia kurang nahan minyak, trus bikin kulit mengkilap banget kalo abis di blend, trus bikin kusem juga:'(",No,3,18/03/22, 1 month - 3 months, Shopee
25 - 29,"Combination, Medium Light, Neutral","Ngga worth it buat kulit aku, dulu aku pake ini karena belum tau ss recomended apa, repeat order tapi ternyata wajahku semakin kusam, dipake sampe siangan dikit wajah udah kaya wadah gorengan, oily banget say 🥲 teksturnya agak berat dikulit, ngga mudah meresap",No,2,18/03/22, 6 months - 1 year, Indomaret
18 and Under,"Combination, Medium, Warm","pertama kali pakai sunscreen dari wardah, cocook sih di aku, tekstur nya juga enak, tapiii kalau pake kebanyakan lumayan susah sih ngeblend nya, but its okayy😻 abis pake ada efek tone up nya gitu, ngelembabin juga untuk kulit aku, sejauh ini lumayan mudarin pie aku sih🤩",yes,4,18/03/22, 1 month - 3 months, Alfamart
25 - 29,"Normal, Medium Light, Cool","Menurut aku produk ini Di pakai ringan, melembabkan mudah di blend mencerahkan juga. Cocok buat kulit kering dan spf nya udah 30 jadi bisa dipakai buat sehari hari. Selain itu harganya juga terjangkau dan mudah di dapatkan di manapun. worth it",yes,4,18/03/22, 1 week - 1 month, Official Brand Store
19 - 24,"Normal, Light, Neutral",Sun screen terbaik yang rekomend untuk semua kalangan wanita. Teksturnya yang mudah diaplikasikan di wajah dan tidak lengket di wajah. Harga yang sangat ramah di kantong tapi kualitasnya sangat ramah di wajah. Cocok untuk semua jenis kulit dan mudah dibawa kemana saja.,yes,5,18/03/22, Less than 1 week, Official Brand Store
19 - 24,",19 - 24","Sunscreen wardah baru , bagus banget sih no whitecast yang ganggu. jadi makin banyak pilihan sunscreen yg ga ninggalin white cast di muka. suka banget sama wardah ini, ga bikin kusam dan melembabkan sih",yes,3,18/03/22, 1 week - 1 month, Shopee
19 - 24,"Combination, Medium Light, Warm","iseng coba ini pas ss langganan stok nya 0. agak sanksi sama ss wardah yg lama, bikin panas di muka. ternyata pas dicoba lumayan ok ga terlalu ada efek macem macem & ga greasy, cuma masih bikin bruntusan di pipi. at least emang kerasa kalo formula nya upgrade dari yg lama",yes,3,17/03/22, 1 month - 3 months, Guardian
19 - 24,"Dry, Medium Light, Neutral","aku beli produk ini karena ada promo jadi emang niat awalnya sekedar coba-coba. teksturnya gel, baunya wangi orange gitu, dan harganya cukup affordable. tapi ternyata aku ngerasa kurang cocok di kulit aku :( st aku normal to dry. di wajahku bikin whitecast banget & setelah pake ss ini jadi kusam huhu",No,3,17/03/22, 1 month - 3 months, Shopee
19 - 24,"Combination, Medium, Neutral","teskturnya agak susah diblend diwajah, aroma nya enak dan ga mengganggu. travel friendly juga, trus ss ini ada sedikit whitecast nya &area hidungku sedkit berminyak setelah beberapa jam pemakaian, jadi agak kurang nyaman saat aku pakai.",No,3,17/03/22, 1 week - 1 month, Shopee
19 - 24,"Oily, Medium Light, Warm","Sebenernya mah ini ss bagus ga bikin kulit aku jerawatan, bruntusan atau macem². Tapi bikin muka glowingnya itu loh aku kurang suka dan menurut aku dia tekturnya ga ringan. Kalo pake ss ini buat keluar rumah/bepergian kudu bgt aku pakein bedak tabur biar mengkilapnya hilang. Aku pake ini karna ya harganya yg affordable dgn isi yang lumayan banyak dan fragrancenya ga kenceng. Seandainya suatu saat aku nemuin ss yg cocok dengan kandungan yg ringan dan gentle sepertinya aku akan beralih dari si wardah ini.",yes,4,16/03/22, 3 months - 6 months, Shopee
19 - 24,"Combination, Medium, Neutral","baru nyoba lagi yg formulasi dan packaging baru ini, tadinya pake yg spf 50, buat yg ini dia agak berat/thicc si emg kalo dibandingin sm yg 50, cuma emg ga begitu oily jadinya kalo di mukaku yg combi ini, rekomen si buat yg mau coba ss murce, repurchase yesss ofc",yes,5,15/03/22, 3 months - 6 months, Official Brand Store
19 - 24,"Oily, Medium, Neutral","muka jadi agak panas, setelah pemakaian. awalnya mikir karena cuaca dan produk yg diambil kebanyakan, besoknya aku kurangi takarannya, tapi di muka tetep ngerasa panas dan merah merah, padahal kata temen temen bagus dan banyak yg pake",No,3,15/03/22, 1 week - 1 month, Shopee
